# t (s)	mx ()	my ()	mz ()
2.1950015992781204e-09	-0.25711188	-0.0120470375	0.023481634
2.200018785961514e-09	-0.25628057	-0.013003482	0.023503155
2.205036010675714e-09	-0.2554315	-0.013936687	0.023525046
2.210053146595506e-09	-0.25456512	-0.01484626	0.023547295
2.215070408032899e-09	-0.253682	-0.01573189	0.023569895
2.2200876227729932e-09	-0.25278276	-0.016593209	0.02359283
2.225104743730073e-09	-0.25186798	-0.017429888	0.023616081
2.2301219545697634e-09	-0.2509382	-0.018241648	0.023639644
2.235139249783212e-09	-0.24999398	-0.019028196	0.023663497
2.240156419682525e-09	-0.24903603	-0.019789224	0.023687633
2.2450117459776076e-09	-0.24809639	-0.02050118	0.023711242
